presupuesto,genero,estreno,recaudacion,duracion,titulo,puntuacion,votos,director,
2450000,Drama Family,2011,0,105.0,Go for It!,4.6,5,Carmen Marron,
0,Comedy Drama Family,1998,565592,97.0,"Dancer, Texas Pop. 81",10.0,1,Tim McCanlies,
2300000,Music Romance,1951,11000000,107.0,Show Boat,6.9,18,George Sidney,
0,Drama,2011,0,91.0,Redemption Road,4.7,6,Mario Van Peebles,
0,Thriller,2014,0,108.0,The Calling,5.6,88,Jason Stone,
2000000,Fantasy Adventure Animation Comedy Family,1987,0,90.0,The Brave Little Toaster,6.7,93,Jerry Rees,
2280000,Animation Family Music,1940,83320000,124.0,Fantasia,7.2,808,David Hand,
0,Thriller Drama,2014,0,90.0,8 Days,0.0,0,Jaco Booyens,
4000000,Horror Thriller,1982,36690067,95.0,Friday the 13th Part III,5.7,254,Steve Miner,
2200000,Horror Thriller,1985,21930418,92.0,Friday the 13th: A New Beginning,5.1,196,Danny Steinmann,
0,Drama,2007,0,117.0,The Last Sin Eater,6.2,11,Michael Landon Jr.,
0,Fantasy Drama,2015,0,115.0,Do You Believe?,6.6,48,Jon Gunn,
0,Thriller Romance,2008,0,90.0,Impact Point,5.7,5,Hayley Cloake,
2160000,Drama,1945,9132000,119.0,The Valley of Decision,5.8,4,Tay Garnett,
2300000,Thriller Drama,2015,0,97.0,Eden,5.6,19,Shyam Madiraju,
0,Comedy Romance Foreign,2005,0,90.0,Chicken Tikka Masala,3.5,5,Harmage Singh Kalirai,
0,Romance Comedy Music,2014,0,90.0,There's Always Woodstock,5.4,12,Rita Merson,
0,Action Comedy Horror,2007,0,85.0,Jack Brooks: Monster Slayer,5.7,59,Jon Knautz,
2100000,Drama History Romance,1946,23650000,172.0,The Best Years of Our Lives,7.6,143,William Wyler,
0,Crime Drama,2001,480811,113.0,Bully,6.7,125,Larry Clark,
0,Comedy Drama,2001,0,89.0,Elling,7.0,51,Petter N\u00e6ss,
2100000,Drama Crime,2015,3330,126.0,Mi America,0.0,0,Robert Fontaine,
1500000,Horror Mystery,2007,30448000,78.0,[REC],7.1,934,Jaume Balaguer\u00f3,
0,Drama Mystery Thriller,2010,0,88.0,Lies in Plain Sight,4.5,4,Patricia Cardoso,
0,,2015,0,0.0,Sharkskin,0.0,0,,
0,Thriller Horror Science Fiction,2015,0,77.0,Containment,5.1,36,Neil Mcenery-West,
0,Adventure Drama Western,2015,0,81.0,The Timber,4.1,15,Anthony O'Brien,
2000000,Action Thriller Adventure,1963,78898765,115.0,From Russia with Love,6.9,760,Terence Young,
0,Comedy Horror Action,1989,0,96.0,The Toxic Avenger Part II,5.3,39,Lloyd Kaufman,
2000000,Comedy Romance Science Fiction,1973,18344729,89.0,Sleeper,7.0,200,Woody Allen,
2000000,Horror Thriller,2015,14674076,100.0,It Follows,6.6,1832,David Robert Mitchell,
2000000,Comedy,1972,18016290,88.0,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,6.6,215,Woody Allen,
2000000,Crime Drama,1962,13129846,129.0,To Kill a Mockingbird,8.0,657,Robert Mulligan,
2000000,Adventure Action Thriller Science Fiction,1981,24600832,95.0,Mad Max 2: The Road Warrior,7.3,957,George Miller,
0,Action Comedy,1994,0,102.0,The Legend of Drunken Master,7.2,242,Liu Chia-Liang,
2000000,Crime Drama,1999,11540607,118.0,Boys Don't Cry,7.2,353,Kimberly Peirce,
2000000,Horror Mystery,2011,13101672,85.0,Silent House,5.2,125,Chris Kentis,
2000000,Drama Thriller,2006,70000000,137.0,The Lives of Others,7.9,958,Florian Henckel von Donnersmarck,
1000000,Drama,2011,34522221,129.0,Courageous,6.8,77,Alex Kendrick,
2000000,Drama,1961,7600000,134.0,The Hustler,7.6,240,Robert Rossen,
2000000,Adventure Drama Romance,1940,9172000,119.0,Boom Town,6.5,8,Jack Conway,
8000000,Adventure Animation Comedy Drama,2003,1477676,80.0,The Triplets of Belleville,7.3,231,Sylvain Chomet,
0,Drama Comedy,1998,0,89.0,Smoke Signals,6.6,24,Chris Eyre,
0,Comedy Drama,2003,6003587,101.0,American Splendor,7.1,120,Shari Springer Berman,
2700000,Drama Romance,2004,15992615,80.0,Before Sunset,7.6,718,Richard Linklater,
2000000,Crime Drama,2003,4601043,100.0,Thirteen,6.7,339,Catherine Hardwicke,
2000000,Drama Romance,1947,7800000,118.0,Gentleman's Agreement,6.8,47,Elia Kazan,
2000000,Drama,2010,13831503,100.0,Winter's Bone,6.8,565,Debra Granik,
0,Documentary Action Adventure,2003,13885802,106.0,Touching the Void,7.6,138,Kevin Macdonald,
2000000,Drama Music Romance,1938,4000000,106.0,Alexander's Ragtime Band,4.8,6,Henry King,
0,Comedy Drama,2005,0,90.0,Me and You and Everyone We Know,7.0,107,Miranda July,
2000000,Documentary,2010,7871522,109.0,Inside Job,7.7,286,Charles Ferguson,
6000000,Drama Music Romance,2015,11122090,96.0,We Are Your Friends,6.3,658,Max Joseph,
0,Crime Drama,1999,0,116.0,Ghost Dog: The Way of the Samurai,7.2,298,Jim Jarmusch,
2000000,Crime Drama Thriller Action,2005,5967038,120.0,Harsh Times,6.3,197,David Ayer,
2000000,Crime Drama Thriller,2015,2801508,97.0,Captive,5.6,92,Jerry Jameson,
2000000,Comedy Drama Romance,2002,2506446,96.0,Full Frontal,4.8,26,Steven Soderbergh,
0,Horror,1986,0,98.0,Witchboard,5.9,58,Kevin Tenney,
2000000,Romance Drama Comedy,2006,5179037,101.0,Shortbus,6.3,140,John Cameron Mitchell,
2000000,Drama Animation War,2008,11125849,90.0,Waltz with Bashir,7.8,291,Ari Folman,
2000000,,2003,1672730,120.0,"The Book of Mormon Movie, Volume 1: The Journey",5.0,2,,
2000000,Documentary,2007,1431623,102.0,No End in Sight,7.2,23,Charles Ferguson,
2000000,Drama Romance,2015,1477002,98.0,The Diary of a Teenage Girl,6.8,279,Marielle Heller,
2000000,Documentary,2007,0,109.0,In the Shadow of the Moon,7.6,31,David Sington,
0,Drama Western,2010,876302,104.0,Meek's Cutoff,6.5,77,Kelly Reichardt,
2000000,History Documentary,2005,653621,92.0,Inside Deep Throat,6.8,31,Fenton Bailey,
0,Drama Action Thriller,2000,0,99.0,Dinner Rush,7.1,19,Bob Giraldi,
0,Comedy Drama,1997,0,96.0,Clockwatchers,5.6,13,Jill Sprecher,
2000000,Comedy,2010,563706,120.0,The Virginity Hit,4.6,19,Huck Botko,
2000000,Action Thriller,1985,390659,104.0,Subway,6.3,86,Luc Besson,
0,Comedy Drama,2005,0,97.0,House of D,6.1,23,David Duchovny,
0,Comedy Horror,2007,0,94.0,Teeth,5.2,210,Mitchell Lichtenstein,
2000000,Action Adventure Science Fiction,1998,124494,91.0,Six-String Samurai,5.8,36,Lance Mungia,
0,,2000,0,0.0,Hum To Mohabbat Karega,0.0,0,,
2000000,Drama Comedy Music,2004,120620,90.0,It's All Gone Pete Tong,7.1,52,Michael Dowse,
3800000,Comedy,2009,111731,84.0,Saint John of Las Vegas,5.9,18,Hue Rhodes,
0,Comedy Drama Romance,1997,0,96.0,24 7: Twenty Four Seven,6.3,10,Shane Meadows,
13500000,Drama,2015,187674,129.0,Stonewall,5.2,32,Roland Emmerich,
7000000,Animation Family Foreign,2008,1100000,93.0,Roadside Romeo,6.7,3,,
0,Drama Action Thriller,2005,0,100.0,This Thing of Ours,5.0,1,Danny Provenzano,
0,Adventure Family,2013,0,97.0,The Lost Medallion: The Adventures of Billy Stone,5.6,13,Bill Muir,
0,Comedy Drama Music Romance,2014,0,94.0,The Last Five Years,5.5,143,Richard LaGravenese,
0,Comedy Drama Mystery Thriller,2009,0,95.0,The Missing Person,6.4,9,Noah Buschel,
2000000,Comedy Science Fiction Romance Horror,1993,54207,97.0,Return of the Living Dead 3,5.9,88,Brian Yuzna,
0,Drama Action Romance,2005,0,92.0,London,6.1,96,Hunter Richards,
2000000,Drama,2006,622806,96.0,Sherrybaby,6.3,41,Laurie Collyer,
0,Horror Science Fiction,2015,0,87.0,Circle,6.0,333,Aaron Hann,
0,Horror Thriller,2008,3983997,91.0,Eden Lake,6.7,406,James Watkins,
0,Thriller,2013,0,98.0,Plush,5.4,40,Catherine Hardwicke,
0,Horror Comedy,2009,0,86.0,Lesbian Vampire Killers,5.3,124,Phil Claydon,
0,Drama Action Crime Foreign,2008,0,120.0,Gangster's Paradise: Jerusalema,6.8,16,Ralph Ziman,
0,Thriller Drama Crime,2004,0,99.0,Freeze Frame,6.9,18,John Simpson,
1000000,Thriller Horror,2011,0,92.0,Grave Encounters,6.1,381,Colin Minihan,
100000,Horror,2012,95000,86.0,Stitches,5.5,92,Conor McMahon,
2000000,Crime Drama Horror Thriller,2010,0,98.0,Nine Dead,5.2,84,Chris Shadley,
2,Documentary,2015,0,,"To Be Frank, Sinatra at 100",0.0,0,Simon Napier-Bell,
2000000,Comedy,1971,11833696,82.0,Bananas,6.7,165,Woody Allen,
0,Thriller,2012,0,103.0,Supercapitalist,3.5,2,Simon Yin,
0,Action Adventure Drama,2007,0,76.0,Rockaway,5.8,2,Jeff Crook,
2300000,Crime Drama Mystery,1947,0,87.0,The Lady from Shanghai,7.2,102,Orson Welles,
2000000,Horror Thriller,2008,0,88.0,No Man's Land: The Rise of Reeker,4.4,27,Dave Payne,
14000000,Action Adventure Drama,2002,0,97.0,Highway,5.6,37,James Cox,
2000000,Comedy Crime,2012,0,96.0,Small Apartments,5.7,50,Jonas \u00c5kerlund,
0,Comedy,2013,0,87.0,Coffee Town,6.7,45,Brad Copeland,
0,Comedy Fantasy Music,2013,0,106.0,The Ghastly Love of Johnny X,6.6,8,Paul Bunnell,
0,Comedy Drama,2013,0,107.0,All Is Bright,5.3,36,Phil Morrison,
0,Mystery Horror History,1967,0,85.0,The Torture Chamber of Dr. Sadism,6.3,12,Harald Reinl,
7000000,Comedy Drama,2013,0,88.0,Straight A's,5.2,46,James Cox,
0,Comedy Music,1966,0,99.0,A Funny Thing Happened on the Way to the Forum,6.1,24,Richard Lester,
0,Documentary,2007,0,102.0,Slacker Uprising,5.9,10,Michael Moore,
0,Action Adventure History Western,2011,0,108.0,The Legend of Hell's Gate: An American Conspiracy,3.9,8,Tanner Beard,
0,Science Fiction Comedy,2015,0,90.0,The Walking Deceased,4.2,35,Scott Dow,
2000000,Thriller Mystery Horror Drama,2015,0,89.0,The Curse of Downers Grove,4.4,24,Derick Martini,
2000000,Thriller,2015,0,92.0,Shark Lake,4.4,19,Jerry Dugan,
19000000,Crime Drama,1986,0,99.0,River's Edge,6.7,59,Tim Hunter,
0,Fantasy Drama Science Fiction,2003,0,103.0,Northfork,6.7,24,Michael Polish,
1950000,Thriller Action,2015,0,90.0,The Marine 4: Moving Target,5.8,49,William Kaufman,
1987650,Drama Thriller Mystery,2010,19152480,94.0,Buried,6.6,827,Rodrigo Cort\u00e9s,
0,Drama Comedy Romance,2011,864659,97.0,Submarine,7.4,443,Richard Ayoade,
0,Documentary Drama History,2013,0,88.0,The Square,7.8,55,Jehane Noujaim,
0,Drama,2006,0,95.0,One to Another,5.8,12,Jean-Marc Barr,
0,Drama Music,2013,222000,160.0,ABCD (Any Body Can Dance),5.6,10,Remo D'Souza,
0,Thriller Documentary Crime History,2008,2957978,94.0,Man on Wire,7.5,275,James Marsh,
1900000,Drama,2015,0,89.0,Brotherly Love,6.9,21,Jamal Hill,
1800000,Horror Drama Thriller,2010,67738090,87.0,The Last Exorcism,5.6,328,Daniel Stamm,
0,Drama,2009,0,98.0,Nowhere Boy,7.2,244,Sam Taylor-Johnson,
1800000,Drama,1951,8000000,125.0,A Streetcar Named Desire,7.6,281,Elia Kazan,
1800000,Drama Comedy War,1964,9440272,95.0,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.0,1442,Stanley Kubrick,
1800000,Drama Romance,2002,0,118.0,The Crime of Padre Amaro,6.2,36,Carlos Carrera,
1800000,Drama Fantasy,2012,21107746,93.0,Beasts of the Southern Wild,6.8,403,Benh Zeitlin,
1700000,Action Science Fiction,1973,8844595,93.0,Battle for the Planet of the Apes,5.5,215,J. Lee Thompson,
0,Drama Music,2001,0,109.0,Songcatcher,5.6,9,Maggie Greenwald,
2000000,Drama Thriller,2011,841733,109.0,Higher Ground,5.3,14,Vera Farmiga,
0,Comedy Romance,2015,0,155.0,Vaalu,6.7,5,Vijay Chandar,
0,Comedy Documentary,2011,621951,87.0,The Greatest Movie Ever Sold,6.4,88,Morgan Spurlock,
0,Comedy,1993,0,93.0,Ed and His Dead Mother,5.5,12,Jonathan Wacks,
0,Adventure Drama Foreign,2003,0,108.0,Travellers and Magicians,6.8,9,Khyentse Norbu,
1800000,Western,1968,6800000,114.0,Hang 'em High,6.7,192,Ted Post,
0,Crime Drama,1952,0,87.0,Deadline - U.S.A.,6.9,17,Richard Brooks,
0,Horror Thriller,2007,0,113.0,Sublime,5.3,33,Tony Krantz,
0,Thriller Comedy Horror,2016,0,87.0,A Beginner's Guide to Snuff,0.0,0,Mitchell Altieri,
1800000,Action Science Fiction,2013,0,86.0,Independence Daysaster,4.2,22,W.D. Hogan,
1800000,Comedy Romance,2012,0,101.0,Dysfunctional Friends,5.0,4,Corey Grant,
1530000,Action Drama Thriller,1998,7267585,81.0,Run Lola Run,7.2,664,Tom Tykwer,
500000,Drama Horror Thriller Romance,2002,150277,93.0,May,6.3,152,Lucky McKee,
1493619,Adventure Family,2013,0,90.0,Against the Wild,4.9,19,Richard Boddington,
0,Drama,2008,23311391,106.0,Under the Same Moon,7.0,28,Patricia Riggen,
1700000,Action Science Fiction,1972,9700000,88.0,Conquest of the Planet of the Apes,6.1,236,J. Lee Thompson,
1700000,Drama Thriller,2001,0,130.0,In the Bedroom,6.4,89,Todd Field,
2000000,Thriller Crime Horror,2010,572809,108.0,I Spit on Your Grave,6.3,519,Steven R. Monroe,
1700000,Comedy Crime,1999,1943649,98.0,"Happy, Texas",5.5,39,Mark Illsley,
0,Drama Thriller Romance,2004,0,86.0,My Summer of Love,6.0,59,Pawe\u0142 Pawlikowski,
1000000,Drama Romance,2013,4235151,104.0,The Lunchbox,7.3,221,Ritesh Batra,
0,Drama Romance,2005,0,100.0,Yes,5.9,7,Sally Potter,
1644736,Comedy Romance,1938,7433101,126.0,You Can't Take It With You,7.2,79,Frank Capra,
1650000,War Drama Romance,1953,30500000,118.0,From Here to Eternity,7.2,133,Fred Zinnemann,
1600000,Western,1949,5400000,103.0,She Wore a Yellow Ribbon,7.1,61,John Ford,
0,Drama Music,2013,0,102.0,Grace Unplugged,6.0,24,Brad J. Silverman,
0,Comedy Drama,1999,6033999,84.0,Foolish,6.3,3,Dave Meyers,
0,Drama Crime Thriller,2010,2592808,0.0,N-Secure,4.3,4,David M. Matthews,
0,Drama Comedy Romance,2007,0,96.0,Caramel,6.8,52,Nadine Labaki,
0,Thriller Horror,2014,0,92.0,Out of the Dark,4.6,55,Llu\u00eds Qu\u00edlez,
0,Drama Romance,2006,0,114.0,The Bubble,7.6,20,Eytan Fox,
1600000,Crime Drama Mystery,1974,4420000,113.0,The Conversation,7.5,372,Francis Ford Coppola,
0,Romance,2006,0,0.0,Dil Jo Bhi Kahey...,0.0,0,Romesh Sharma,
0,Crime Drama Romance,1969,0,123.0,Mississippi Mermaid,6.7,32,Fran\u00e7ois Truffaut,
0,Drama Mystery,2003,0,111.0,I Love Your Work,6.5,2,Adam Goldberg,
0,Horror,2016,0,99.0,Cabin Fever,4.4,111,Travis Zariwny,
2000000,Comedy,2007,22179430,108.0,Waitress,6.7,129,Adrienne Shelly,
1500000,Action,1988,11806119,92.0,Bloodsport,6.6,363,Newt Arnold,
1500000,Comedy Drama,1939,9600000,129.0,Mr. Smith Goes to Washington,7.9,241,Frank Capra,
1500000,Drama Crime,1995,7412216,91.0,Kids,6.8,279,Larry Clark,
1500000,Comedy Drama,2005,11098131,81.0,The Squid and the Whale,6.9,226,Noah Baumbach,
1000000,Comedy,2001,10013424,97.0,Kissing Jessica Stein,5.9,48,Charles Herman-Wurmfeld,
17000000,Action Drama,2016,0,90.0,Kickboxer: Vengeance,4.5,99,John Stockwell,
1500000,Drama Mystery Thriller,1945,7000000,111.0,Spellbound,7.3,160,Alfred Hitchcock,
0,Drama Mystery,1994,0,103.0,Exotica,6.5,64,Atom Egoyan,
1500000,Romance Comedy Crime Drama,1998,2375097,110.0,Buffalo '66,7.1,166,Vincent Gallo,
1500000,Horror Thriller,2010,97009150,103.0,Insidious,6.8,1737,James Wan,
1500000,Comedy Crime Science Fiction Thriller,1984,2300000,92.0,Repo Man,6.7,144,Alex Cox,
1500000,Crime Drama Thriller,2000,0,114.0,Nine Queens,7.4,153,Fabi\u00e1n Bielinsky,
0,Documentary,2012,0,101.0,The Gatekeepers,6.5,39,Dror Moreh,
1500000,Drama,2005,712294,111.0,The Ballad of Jack and Rose,6.5,43,Rebecca Miller,
1500000,Comedy Romance,2013,3566225,104.0,The To Do List,5.5,342,Maggie Carey,
1500000,Action Crime Drama Thriller,1993,418961,96.0,Killing Zoe,6.1,111,Roger Avary,
1500000,Drama,2001,416925,98.0,The Believer,6.8,151,Henry Bean,
0,Drama Romance,2008,414404,106.0,Snow Angels,6.5,48,David Gordon Green,
0,Thriller Action Horror,2015,0,93.0,Unsullied,3.0,1,Simeon Rice,
1500000,Horror Mystery,2001,373967,100.0,Session 9,6.2,251,Brad Anderson,
0,Comedy Romance,2006,0,80.0,I Want Someone to Eat Cheese With,5.7,12,Jeff Garlin,
0,Drama,2011,330048,95.0,Mooz-lum,4.5,3,Qasim Basir,
0,Comedy Horror,2006,0,83.0,Hatchet,5.7,159,Adam Green,
1,Drama Comedy,1936,8500000,87.0,Modern Times,8.1,856,Charlie Chaplin,
0,Drama Family Comedy,2002,0,91.0,Stolen Summer,6.4,9,Pete Jones,
1500000,Comedy Horror,2007,173066,86.0,My Name Is Bruce,5.9,107,Bruce Campbell,
1500000,Comedy,2005,0,0.0,The Salon,3.5,1,Mark Brown,
1500000,Comedy,2015,0,97.0,Road Hard,6.6,8,Adam Carolla,
1500000,Drama Romance,2005,0,108.0,Forty Shades of Blue,6.0,2,Ira Sachs,
1200000,Drama History War,2010,0,128.0,Amigo,6.0,2,John Sayles,
1500000,Horror Mystery Science Fiction,2009,32000,93.0,Pontypool,6.6,183,Bruce McDonald,
2000000,Drama,2008,0,90.0,Trucker,6.8,16,James Mottern,
1,Romance Comedy Drama,2015,0,90.0,Me You and Five Bucks,10.0,2,,
1500000,Horror Thriller,2012,1165882,101.0,The Lords of Salem,5.1,242,Rob Zombie,
0,Horror Comedy Thriller,2014,0,109.0,Housebound,6.5,358,Gerard Johnstone,
0,Documentary,2005,0,98.0,Wal-Mart: The High Cost of Low Price,6.9,24,Robert Greenwald,
1,Comedy Drama Fantasy Romance Science Fiction,2005,0,87.0,Fetching Cody,6.8,6,David Ray,
0,Drama Comedy,2013,0,98.0,Last I Heard,6.0,1,David Rodriguez,
9000000,Comedy Drama,2013,0,112.0,Closer to the Moon,6.4,13,Nae Caranfil,
0,Science Fiction,2014,1500000,85.0,Mutant World,2.6,9,David Winning,
0,Comedy Family Drama,2017,0,102.0,Growing Up Smith,7.4,7,Frank Lotito,
0,Thriller Action Crime,2015,0,102.0,Checkmate,4.2,13,Timothy Woodward Jr.,
1500000,Drama Mystery Horror Thriller,2015,0,90.0,#Horror,3.3,52,Tara Subkoff,
0,Action Horror Thriller,2016,0,93.0,Wind Walkers,7.5,6,Russell Friedenberg,
1488423,Fantasy Animation Family,1937,184925486,83.0,Snow White and the Seven Dwarfs,6.9,1914,David Hand,
1400000,Drama Foreign,2004,0,106.0,The Holy Girl,6.8,10,Lucrecia Martel,
1455000,Western,1968,2620000,113.0,Shalako,5.4,12,Edward Dmytryk,
1,Adventure Comedy Horror,2004,0,94.0,Incident at Loch Ness,5.9,18,Zak Penn,
2000000,Drama,2016,0,101.0,The Dog Lover,5.3,6,Alex Ranarivelo,
3150000,Horror Thriller,2014,0,100.0,GirlHouse,5.2,97,Jon Knautz,
0,Drama Crime Thriller,2014,0,75.0,The Blue Room,6.2,32,Mathieu Amalric,
0,Thriller Horror,2014,0,91.0,House at the End of the Drive,0.0,0,David Worth,
1377800,Family Adventure Comedy Science Fiction Crime,1966,0,105.0,Batman,6.1,203,Leslie H. Martinson,
1350000,Comedy Crime,1998,3897569,105.0,"Lock, Stock and Two Smoking Barrels",7.5,1648,Guy Ritchie,
0,Western,1983,0,104.0,The Ballad of Gregorio Cortez,0.0,0,Robert M. Young,
1300000,Drama,1998,0,105.0,The Celebration,7.7,207,Thomas Vinterberg,
0,Comedy Drama,1996,0,95.0,Trees Lounge,6.7,51,Steve Buscemi,
1300000,Drama,2006,639000,135.0,Journey from the Fall,5.0,1,Ham Tran,
0,Drama,2000,619042,105.0,The Basket,6.5,6,Rich Cowan,
0,Horror Comedy,2012,1632,79.0,Eddie: The Sleepwalking Cannibal,6.1,30,Boris Rodriguez,
0,Drama Action,2014,0,135.0,Queen of the Mountains,0.0,0,Sadyk Sher-Niyaz,
0,Science Fiction,1985,0,88.0,Def-Con 4,2.8,10,Paul Donovan,
1000000,Action Comedy,2003,0,85.0,The Hebrew Hammer,5.9,18,Jonathan Kesselman,
0,Comedy Romance,2005,0,122.0,Neal 'n' Nikki,2.3,4,Arjun Sablok,
0,Comedy,2010,0,82.0,The 41 Year Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,3.2,34,Craig Moss,
0,Drama Horror Romance,2009,0,103.0,Forget Me Not,5.0,66,Tyler Oliver,
1288000,Drama Mystery,1940,6000000,130.0,Rebecca,7.7,336,Alfred Hitchcock,
1250000,Horror Thriller,1981,21722776,87.0,Friday the 13th Part 2,6.0,315,Steve Miner,
1250000,Drama,1945,11000000,101.0,The Lost Weekend,7.4,112,Billy Wilder,
1250000,Horror Science Fiction,1984,3412497,88.0,C.H.U.D.,5.3,62,Douglas Cheek,
0,Drama,2013,0,100.0,Filly Brown,5.9,10,Michael D. Olmos,
15000000,Adventure Animation Comedy Family,2011,0,87.0,The Lion of Judah,5.8,2,Deryck Broom,
1250000,Crime Drama Thriller,1953,8500000,92.0,Niagara,6.7,79,Henry Hathaway,
1250000,Drama,1941,6000000,118.0,How Green Was My Valley,6.8,72,John Ford,
0,Thriller Comedy Romance,2014,0,123.0,Da Sweet Blood of Jesus,4.1,13,Spike Lee,
1200000,Drama,1989,0,100.0,"Sex, Lies, and Videotape",6.7,185,Steven Soderbergh,
1200000,Horror Mystery Crime,2004,103911669,103.0,Saw,7.2,2184,James Wan,
3000000,Comedy Crime Mystery,2001,18492362,100.0,Super Troopers,6.6,362,Jay Chandrasekhar,
1,,2015,0,99.0,The Algerian,0.0,0,Giovanni Zelko,
1300000,Comedy Drama,2013,0,87.0,The Amazing Catfish,5.7,17,Claudia Sainte-Luce,
0,Comedy Drama Romance,2001,0,114.0,Monsoon Wedding,6.8,57,Mira Nair,
0,Drama Romance,2000,0,111.0,You Can Count on Me,6.8,88,Kenneth Lonergan,
1200000,Comedy Mystery Thriller,1955,7000000,99.0,The Trouble with Harry,6.9,149,Alfred Hitchcock,
0,Comedy,1999,0,85.0,But I'm a Cheerleader,6.5,101,Jamie Babbit,
1200000,Drama,2013,2861020,114.0,Home Run,6.3,24,David Boyd,
1200000,Crime Thriller,1992,14661007,99.0,Reservoir Dogs,8.0,3697,Quentin Tarantino,
0,Drama Family Fantasy,1940,0,88.0,The Blue Bird,6.4,8,Walter Lang,
1200000,Western,1966,6000000,161.0,"The Good, the Bad and the Ugly",8.1,2311,Sergio Leone,
0,Drama,2015,0,110.0,The Second Mother,7.8,165,Anna Muylaert,
1250000,Drama Comedy,2012,0,106.0,Blue Like Jazz,5.8,25,Steve Taylor,
0,Comedy Music,2003,0,88.0,Down & Out With The Dolls,0.0,0,,
900000,Documentary,2011,25000,97.0,"Pink Ribbons, Inc.",6.8,6,L\u00e9a Pool,
1200000,Comedy,2007,0,85.0,Certifiably Jonathan,0.0,0,James David Pasternak,
1344000,Drama Romance,2011,0,103.0,Desire,4.1,140,Laurent Bouhnik,
0,Drama Comedy,2013,0,98.0,The Blade of Don Juan,0.0,0,Tom Sanchez,
0,Crime Comedy Drama Adventure,2003,0,88.0,Grand Theft Parsons,6.0,11,David Caffrey,
0,Comedy,2008,0,88.0,Extreme Movie,3.9,44,Adam Jay Epstein,
1200000,Action Adventure Drama War,1936,2736000,115.0,The Charge of the Light Brigade,6.8,18,Michael Curtiz,
0,Thriller Horror,2011,0,0.0,Below Zero,4.4,12,Justin Thomas Ostensen,
1200000,,2012,0,84.0,Crowsnest,4.8,12,,
2600000,Action Adventure Comedy,1993,2850263,91.0,Airborne,6.1,20,Rob Bowman,
1200000,Action Adventure,1970,0,97.0,Cotton Comes to Harlem,6.7,13,Ossie Davis,
0,Horror,2015,0,91.0,The Wicked Within,4.2,26,Jay Alaimo,
0,Horror,2013,0,0.0,Bleeding Hearts,2.0,1,Dylan Bank,
3000000,Comedy,2005,18637690,94.0,Waiting...,6.2,237,Rob McKittrick,
0,Drama Thriller Crime,2004,0,90.0,Dead Man's Shoes,7.2,151,Shane Meadows,
1100000,Comedy Horror,1987,1400000,99.0,From a Whisper to a Scream,6.8,15,Jeff Burr,
0,Documentary,2002,0,0.0,Sex With Strangers,5.0,1,,
1596010,Horror,2002,0,75.0,Dracula: Pages from a Virgin's Diary,6.9,8,Guy Maddin,
0,Drama,2006,0,97.0,Faith Like Potatoes,6.0,9,Regardt van den Bergh,
1100000,Fantasy Science Fiction Horror,2010,0,110.0,Beyond the Black Rainbow,5.7,77,Panos Cosmatos,
1100000,Action Thriller Crime,2011,4105187,101.0,The Raid,7.3,1055,Gareth Evans,
0,Horror Science Fiction Action,2010,0,90.0,The Dead Undead,3.1,6,Matthew R. Anderson,
0,Horror Documentary Mystery,2013,0,0.0,The Vatican Exorcisms,4.4,11,Joe Marino,
878000,Drama Romance,1942,10462500,102.0,Casablanca,7.9,1422,Michael Curtiz,
0,Horror Thriller,2008,0,84.0,Lake Mungo,6.1,90,Joel Anderson,
1250000,Drama Comedy Romance,2009,0,156.0,Rocket Singh: Salesman of the Year,7.0,27,Shimit Amin,
1000000,Adventure Drama Science Fiction,1972,0,89.0,Silent Running,6.3,177,Douglas Trumbull,
1000000,Drama,1976,117235147,119.0,Rocky,7.5,1791,John G. Avildsen,
0,Drama,2014,0,92.0,The Sleepwalker,4.1,7,Mona Lerche,
1000000,Adventure Comedy History Romance,1963,37600000,128.0,Tom Jones,6.1,39,Tony Richardson,
1000000,Horror Thriller,2015,62882090,82.0,Unfriended,5.5,1047,Levan Gabriadze,
1300000,Crime Drama,1976,28262574,114.0,Taxi Driver,8.0,2535,Martin Scorsese,
1000000,Drama Horror,1981,17985893,91.0,The Howling,6.4,161,Joe Dante,
950000,Adventure Action Thriller,1962,59600000,110.0,Dr. No,6.9,940,Terence Young,
0,Horror Thriller,2012,18112929,88.0,Chernobyl Diaries,4.9,483,Bradley Parker,
1000000,Horror,1987,14564027,94.0,Hellraiser,6.9,449,Clive Barker,
5000000,Drama,2016,23507567,121.0,God's Not Dead 2,5.7,72,Harold Cronk,
1000000,Horror Thriller,2005,10047674,90.0,Cry_Wolf,5.6,126,Jeff Wadlow,
1000000,Adventure Horror Action Science Fiction,1999,10037390,107.0,Godzilla 2000,5.9,43,Takao Okawara,
3500000,Drama Romance,2010,16566240,112.0,Blue Valentine,6.9,890,Derek Cianfrance,
1000000,Drama,2005,13350369,103.0,Transamerica,6.9,144,Duncan Tucker,
1000000,Thriller Horror,2012,101758490,83.0,The Devil Inside,4.6,262,William Brent Bell,
2090000,Comedy Drama Thriller,1970,40000000,109.0,Beyond the Valley of the Dolls,6.6,53,Russ Meyer,
1000000,Drama Action Western Music Romance,1956,9000000,89.0,Love Me Tender,5.5,21,Robert D. Webb,
